FBgn0031081,Neprilysin 3,CG9565,Dmel\Nep3,dNEP3
FBgn0035011,,CG13589,Dmel\CG13589,
FBgn0035006,,CG4563,Dmel\CG4563,
FBgn0035004,Phosphoglycerate mutase 5-2,CG15874,Dmel\Pgam5-2,
FBgn0035003,,CG15873,Dmel\CG15873,SPH184
FBgn0010414,Serotonin transporter,CG4545,Dmel\SerT,dSERT
FBgn0000037,"muscarinic Acetylcholine Receptor, A-type",CG4356,Dmel\mAChR-A,"mAChR, mAcR-60C, DM1, Acr60C, muscarinic Acetylcholine Receptor 60C"
FBgn0050421,Ubiquitin specific protease 15/31,CG30421,Dmel\Usp15-31,
FBgn0035056,spatzle 6,CG9196,Dmel\spz6,
FBgn0035057,,CG3880,Dmel\CG3880,
FBgn0035059,,CG3894,Dmel\CG3894,
FBgn0035063,,CG3594,Dmel\CG3594,Eap
FBgn0035065,,CG3589,Dmel\CG3589,
FBgn0035069,,CG3611,Dmel\CG3611,
FBgn0000157,Distal-less,CG3629,Dmel\Dll,"Ba, l(2)01092, Distall-less, Brista"
FBgn0035070,,CG3650,Dmel\CG3650,SP159
FBgn0035077,,CG9083,Dmel\CG9083,
FBgn0022343,,CG3760,Dmel\CG3760,
FBgn0035085,,CG3770,Dmel\CG3770,
FBgn0035086,,CG12851,Dmel\CG12851,
FBgn0035088,,CG3776,Dmel\CG3776,"DmP29, Jhebp29, P29"
FBgn0035091,,CG3829,Dmel\CG3829,
FBgn0004055,unzipped,CG3533,Dmel\uzip,"zip, zipper"
FBgn0010435,epithelial membrane protein,CG2727,Dmel\emp,
FBgn0035090,,CG2736,Dmel\CG2736,
FBgn0035089,Pherokine 3,CG9358,Dmel\Phk-3,
FBgn0050424,,CG30424,Dmel\CG30424,
FBgn0035087,,CG2765,Dmel\CG2765,
FBgn0027599,,CG2790,Dmel\CG2790,
FBgn0035084,,CG15861,Dmel\CG15861,
FBgn0035082,,CG2811,Dmel\CG2811,
FBgn0043792,,CG30427,Dmel\CG30427,BEST:LD36843
FBgn0060296,painless,CG15860,Dmel\pain,EP2251
FBgn0035078,Thiamine pyrophosphate carrier protein 2,CG2857,Dmel\Tpc2,
FBgn0035076,Ance-5,CG10142,Dmel\Ance-5,
FBgn0035073,,CG16896,Dmel\CG16896,
FBgn0023181,Origin recognition complex subunit 4,CG2917,Dmel\Orc4,"ORC, DmORC4"
FBgn0028738,Ecdysis triggering hormone,CG18105,Dmel\ETH,"Drm-ETH-2, Drm-ETH-1, ETH1, ETH2, ETH-1"
FBgn0015801,Rhythmically expressed gene 5,CG2928,Dmel\Reg-5,"Dreg-5, Drosophila Rhythmically expressed gene 5"
FBgn0041205,kenny,CG16910,Dmel\key,"IKKγ, DmIKKγ, IKK-γ, IKK"
FBgn0035064,"Tyrosyl-tRNA synthetase, mitochondrial",CG16912,Dmel\TyrRS-m,"Aatm, Aats-tyr-m"
FBgn0025578,Larval cuticle protein 9,CG16914,Dmel\Lcp9,
FBgn0035060,Epidermal growth factor receptor pathway substrate clone 15,CG16932,Dmel\Eps-15,Eps15
FBgn0027590,Glutathione S transferase E12,CG16936,Dmel\GstE12,"BcDNA:GH04753 , GST"
FBgn0040666,,CG12848,Dmel\CG12848,
FBgn0035050,Sialyltransferase,CG4871,Dmel\SiaT,"DSiaT, dST6Gal I, ST, D.SiaT, α2,6-sialyltransferase"
FBgn0035092,Neuropeptide-like precursor 1,CG3441,Dmel\Nplp1,"IPNamide, IPNa, APK, VQQ, MTYa"
FBgn0050198,transfer RNA:Alanine-CGC 1-1,CR30198,Dmel\tRNA:Ala-CGC-1-1,
FBgn0050199,transfer RNA:Alanine-CGC 1-2,CR30199,Dmel\tRNA:Ala-CGC-1-2,
FBgn0050200,transfer RNA:Alanine-CGC 1-3,CR30200,Dmel\tRNA:Ala-CGC-1-3,
FBgn0050430,,CG30430,Dmel\CG30430,
FBgn0001325,Kruppel,CG3340,Dmel\Kr,If
FBgn0050429,,CG30429,Dmel\CG30429,
FBgn0050428,,CG30428,Dmel\CG30428,
FBgn0035094,,CG9380,Dmel\CG9380,
FBgn0004181,Ejaculatory bulb protein,CG2668,Dmel\Ebp,"PEB-me, Peb, Protein ejaculatory bulb"
FBgn0011694,Ejaculatory bulb protein II,CG2665,Dmel\EbpII,"PebII, PEBmeII"
FBgn0004919,goliath,CG2679,Dmel\gol,g1
FBgn0001147,gooseberry-neuro,CG2692,Dmel\gsb-n,"gsb-p, gsb, gsbn, BSH4, gsb-neuro"
FBgn0052475,methuselah-like 8,CG32475,Dmel\mthl8,
FBgn0002564,Larval serum protein 1 γ,CG6821,Dmel\Lsp1γ,"Lsp1, LSP-1γ, LSP-1, Larval serum protein 1 gamma, DmeLSP1g"
FBgn0020386,Phosphoinositide-dependent kinase 1,CG1210,Dmel\Pdk1,"Pk61C, dPDK1, Dstpk61, PDK, Protein kinase 61C"
FBgn0035099,,CG6845,Dmel\CG6845,
FBgn0035101,p130CAS,CG1212,Dmel\p130CAS,Dcas
FBgn0035104,,CG13875,Dmel\CG13875,
FBgn0027786,Mitochondrial carrier homolog 1,CG6851,Dmel\Mtch,
FBgn0035107,mrityu,CG1216,Dmel\mri,
FBgn0024945,Nitrilase and fragile histidine triad fusion protein,CG7067,Dmel\NitFhit,
FBgn0035109,,CG13876,Dmel\CG13876,
FBgn0035111,Dis3 like 3'-5' exoribonuclease 2,CG16940,Dmel\Dis3l2,
FBgn0035112,,CG13877,Dmel\CG13877,
FBgn0053229,,CG33229,Dmel\CG33229,
FBgn0052476,methuselah-like 14,CG32476,Dmel\mthl14,
FBgn0035120,wee Augmin,CG13879,Dmel\wac,Augmin
FBgn0035122,mitochondrial ribosomal protein L17,CG13880,Dmel\mRpL17,
FBgn0027111,midkine and pleiotrophin 1,CG1221,Dmel\miple1,miple
FBgn0029002,midkine and pleiotrophin 2,CG18321,Dmel\miple2,
FBgn0035124,tiny tim 2,CG12313,Dmel\ttm2,
FBgn0004373,four wheel drive,CG7004,Dmel\fwd,
FBgn0052845,,CG32845,Dmel\CG32845,
FBgn0035121,Tudor staphylococcal nuclease,CG7008,Dmel\Tudor-SN,TSN
FBgn0024806,DISCO Interacting Protein 2,CG7020,Dmel\DIP2,
FBgn0000541,Enhancer of bithorax,CG32346,Dmel\E(bx),"NURF301, NURF, p301, Nurf-215, dNURF"
FBgn0035113,pyrexia,CG17142,Dmel\pyx,dTRPA2
FBgn0035110,thoc7,CG17143,Dmel\thoc7,
FBgn0027587,Pre-mRNA processing factor 4 kinase,CG7028,Dmel\Prp4k,"BcDNA:GH04978 , prp4"
FBgn0025592,Glycerol kinase 1,CG18374,Dmel\Gk1,"Gyk, glycerol kinase, dGyk"
FBgn0035106,rhinoceros,CG7036,Dmel\rno,
FBgn0035103,Vitamin D3 up-regulated protein 1,CG7047,Dmel\Vdup1,dvdup1
FBgn0035102,,CG7049,Dmel\CG7049,
FBgn0040688,,CG12483,Dmel\CG12483,
FBgn0035097,,CG13405,Dmel\CG13405,
FBgn0035134,,CG1231,Dmel\CG1231,
FBgn0040291,Regulator of cullins 1b,CG16988,Dmel\Roc1b,ROC2
FBgn0035137,,CG1233,Dmel\CG1233,
FBgn0035140,BLOC-1 related complex subunit 6,CG17180,Dmel\BORCS6,
FBgn0035142,Homeodomain interacting protein kinase,CG17090,Dmel\Hipk,HIPK2
FBgn0035143,Ppm1,CG12169,Dmel\Ppm1,
FBgn0035145,Mediator complex subunit 14,CG12031,Dmel\MED14,Trap170
FBgn0035147,UDP-galactose 4'-epimerase,CG12030,Dmel\Gale,dGALE
FBgn0035150,DNA polymerase Rev1,CG12189,Dmel\Rev1,dRev1
FBgn0035149,Mediator complex subunit 30,CG17183,Dmel\MED30,Trap25
FBgn0035148,,CG3402,Dmel\CG3402,
FBgn0016715,Rhythmically expressed gene 2,CG3200,Dmel\Reg-2,Dreg-2
FBgn0035146,,CG13893,Dmel\CG13893,
FBgn0035144,Kahuli,CG17181,Dmel\Kah,
FBgn0035141,Cyclophilin-like,CG13892,Dmel\Cypl,
FBgn0001316,klarsicht,CG17046,Dmel\klar,"marbles, marb, kls"
FBgn0035139,,CG13891,Dmel\CG13891,
FBgn0035138,,CG13884,Dmel\CG13884,
FBgn0023000,methuselah,CG6936,Dmel\mth,
FBgn0035132,methuselah-like 10,CG17061,Dmel\mthl10,
FBgn0035131,methuselah-like 9,CG17084,Dmel\mthl9,
FBgn0052343,Ada2a-containing complex component 3,CG32343,Dmel\Atac3,
FBgn0052344,,CG32344,Dmel\CG32344,
FBgn0035155,RabX6,CG12015,Dmel\RabX6,DmRabX6
FBgn0052480,transfer RNA:Isoleucine-TAT 1-1,CR32480,Dmel\tRNA:Ile-TAT-1-1,
FBgn0052481,transfer RNA:Isoleucine-TAT 1-2,CR32481,Dmel\tRNA:Ile-TAT-1-2,
FBgn0035165,,CG13887,Dmel\CG13887,
FBgn0035167,Gustatory receptor 61a,CG13888,Dmel\Gr61a,Gr61D1
FBgn0035168,Centrosomal protein 290kDa,CG13889,Dmel\Cep290,
FBgn0035169,Dodecenoyl-CoA delta-isomerase,CG13890,Dmel\Dci,
FBgn0035171,,CG12502,Dmel\CG12502,
FBgn0052479,Ubiquitin specific protease 10,CG32479,Dmel\Usp10,
FBgn0035176,materazzi,CG13905,Dmel\mat,
FBgn0028999,nervous fingers 1,CG13906,Dmel\nerfin-1,Nerfin
FBgn0035173,,CG13907,Dmel\CG13907,
FBgn0035170,defective proboscis extension response 20,CG12191,Dmel\dpr20,
FBgn0035166,Jumonji domain containing 5,CG13902,Dmel\JMJD5,
FBgn0035164,,CG13901,Dmel\CG13901,
FBgn0035162,Splicing factor 3b subunit 3,CG13900,Dmel\Sf3b3,
FBgn0035161,,CG13898,Dmel\CG13898,
FBgn0052482,transfer RNA:initiator Methionine-CAT 1-3,CR32482,Dmel\tRNA:iMet-CAT-1-3,"tRNAiMet,  tRNA:M-i:61D , initiator methionine tRNA"
FBgn0035160,hinge3,CG13897,Dmel\hng3,
FBgn0035159,,CG13896,Dmel\CG13896,
FBgn0025676,CKII-α subunit interactor-3,CG3217,Dmel\CkIIα-i3,
FBgn0035158,,CG13895,Dmel\CG13895,
FBgn0035157,,CG13894,Dmel\CG13894,
FBgn0052483,,CG32483,Dmel\CG32483,
FBgn0035154,highroad,CG3344,Dmel\hiro,
FBgn0035153,earthbound 1,CG3371,Dmel\ebd1,Earthbound
FBgn0035152,,CG3386,Dmel\CG3386,
FBgn0035151,,CG17129,Dmel\CG17129,
FBgn0035179,,CG12038,Dmel\CG12038,
FBgn0035181,,CG9205,Dmel\CG9205,
FBgn0035186,,CG13912,Dmel\CG13912,
FBgn0040281,APP-like protein interacting protein 1,CG1200,Dmel\Aplip1,"E(Khc)ek4, SP512, dp1"
FBgn0004425,Lysozyme B,CG1179,Dmel\LysB,
FBgn0004426,Lysozyme C,CR9111,Dmel\LysC,Lys C
FBgn0004428,Lysozyme E,CG1180,Dmel\LysE,
FBgn0004430,Lysozyme S,CG1165,Dmel\LysS,
FBgn0004429,Lysozyme P,CG9116,Dmel\LysP,
FBgn0004427,Lysozyme D,CG9118,Dmel\LysD,
FBgn0035189,,CG9119,Dmel\CG9119,
FBgn0063667,,CG32335,Dmel\CG32335,
FBgn0004431,Lysozyme X,CG9120,Dmel\LysX,
FBgn0035187,Tryptophan hydroxylase,CG9122,Dmel\Trh,"DTRH, DTRHn"
FBgn0025525,bric a brac 2,CG9102,Dmel\bab2,"bab, bab-II, bric-a-brac, bric a brac, BTB-II"
FBgn0004870,bric a brac 1,CG9097,Dmel\bab1,"bab, bric-a-brac, bric a brac, bab-I, bric a brac I"
FBgn0024277,trio,CG18214,Dmel\trio,"M89, l(3)S095914, DTrio, l(3)S036810"
FBgn0035192,galene,CG9194,Dmel\galene,
FBgn0035196,,CG9129,Dmel\CG9129,
FBgn0035199,triforce,CG9134,Dmel\tfc,
FBgn0263353,,CG11000,Dmel\CG11000,
FBgn0263354,,CG42784,Dmel\CG42784,Dm_2L:67149
FBgn0263355,,CG31688,Dmel\CG31688,"38C.52, 38C.49"
FBgn0263376,,CG43428,Dmel\CG43428,
FBgn0263377,antisense RNA:CR43429,CR43429,Dmel\asRNA:CR43429,
FBgn0263378,antisense RNA:CR43430,CR43430,Dmel\asRNA:CR43430,
FBgn0263379,long non-coding RNA:CR43431,CR43431,Dmel\lncRNA:CR43431,
FBgn0263380,long non-coding RNA:CR43432,CR43432,Dmel\lncRNA:CR43432,
FBgn0263381,antisense RNA:CR43433,CR43433,Dmel\asRNA:CR43433,
FBgn0263382,long non-coding RNA:CR43434,CR43434,Dmel\lncRNA:CR43434,
FBgn0263383,long non-coding RNA:CR43435,CR43435,Dmel\lncRNA:CR43435,
FBgn0263384,long non-coding RNA:CR43436,CR43436,Dmel\lncRNA:CR43436,
FBgn0263385,long non-coding RNA:CR43437,CR43437,Dmel\lncRNA:CR43437,
FBgn0263386,,CG43438,Dmel\CG43438,lincRNA.111
FBgn0263387,,CG43439,Dmel\CG43439,
FBgn0263388,long non-coding RNA:CR43440,CR43440,Dmel\lncRNA:CR43440,
FBgn0263389,,CR43441,Dmel\CR43441,
FBgn0263390,Na+/H+ hydrogen antiporter 2,CG43442,Dmel\Nha2,"DmNHA2, DMG8-chr3R.34.001"
FBgn0263391,hu li tai shao,CG43443,Dmel\hts,"adducin, 1B1, Add, Adducin-like, l(2)k06121"
FBgn0263392,Ten-Eleven Translocation (TET) family protein,CG43444,Dmel\Tet,"DMAD, dTet"
FBgn0263395,happyhour,CG7097,Dmel\hppy,"EP-704, MAP4K3"
FBgn0263396,squid,CG16901,Dmel\sqd,"hrp40, l(3)j4B4, hnRNP A, RRM3, l(3)EP3631"
FBgn0263397,Ih channel,CG8585,Dmel\Ih,"DMIH, Ih"
FBgn0263398,Uridine-cytidine kinase,CG6364,Dmel\Uck,
FBgn0263399,,CG43445,Dmel\CG43445,
FBgn0263400,,CG43446,Dmel\CG43446,
FBgn0263401,,CG43447,Dmel\CG43447,lincRNA.869
FBgn0263402,,CG43448,Dmel\CG43448,lincRNA.898
FBgn0263403,,CG43449,Dmel\CG43449,lincRNA.748
FBgn0263404,,CG43450,Dmel\CG43450,
FBgn0263405,long non-coding RNA:CR43451,CR43451,Dmel\lncRNA:CR43451,
FBgn0263406,long non-coding RNA:CR43452,CR43452,Dmel\lncRNA:CR43452,
FBgn0263407,long non-coding RNA:CR43453,CR43453,Dmel\lncRNA:CR43453,
FBgn0263408,antisense RNA:CR43454,CR43454,Dmel\asRNA:CR43454,
FBgn0263409,long non-coding RNA:CR43455,CR43455,Dmel\lncRNA:CR43455,
FBgn0263410,long non-coding RNA:CR43456,CR43456,Dmel\lncRNA:CR43456,lincRNA.846
FBgn0263411,long non-coding RNA:CR43457,CR43457,Dmel\lncRNA:CR43457,lincRNA.847
FBgn0263412,long non-coding RNA:CR43458,CR43458,Dmel\lncRNA:CR43458,lincRNA.913
FBgn0263413,long non-coding RNA:CR43459,CR43459,Dmel\lncRNA:CR43459,
FBgn0263414,antisense RNA:CR43460,CR43460,Dmel\asRNA:CR43460,
FBgn0263415,long non-coding RNA:CR43461,CR43461,Dmel\lncRNA:CR43461,
FBgn0263441,antisense RNA:CR43464,CR43464,Dmel\asRNA:CR43464,
FBgn0263442,antisense RNA:CR43465,CR43465,Dmel\asRNA:CR43465,
FBgn0263443,antisense RNA:CR43466,CR43466,Dmel\asRNA:CR43466,
FBgn0263444,antisense RNA:CR43467,CR43467,Dmel\asRNA:CR43467,
FBgn0263445,antisense RNA:CR43468,CR43468,Dmel\asRNA:CR43468,
FBgn0263446,antisense RNA:CR43469,CR43469,Dmel\asRNA:CR43469,
FBgn0263447,antisense RNA:CR43470,CR43470,Dmel\asRNA:CR43470,
FBgn0263448,antisense RNA:CR43471,CR43471,Dmel\asRNA:CR43471,
FBgn0263449,antisense RNA:CR43472,CR43472,Dmel\asRNA:CR43472,
FBgn0263451,antisense RNA:CR43474,CR43474,Dmel\asRNA:CR43474,
FBgn0263452,long non-coding RNA:CR43475,CR43475,Dmel\lncRNA:CR43475,
FBgn0263453,antisense RNA:CR43476,CR43476,Dmel\asRNA:CR43476,
FBgn0263454,antisense RNA:CR43477,CR43477,Dmel\asRNA:CR43477,
FBgn0263455,antisense RNA:CR43478,CR43478,Dmel\asRNA:CR43478,
FBgn0263456,nervous wreck,CG43479,Dmel\nwk,
FBgn0263457,antisense RNA:CR43480,CR43480,Dmel\asRNA:CR43480,
FBgn0263458,,CR43573,Dmel\snoRNA:CG43051-a,
FBgn0263459,,CR43574,Dmel\snoRNA:2R:9445410,
FBgn0263460,,CR43575,Dmel\snoRNA:CG31191-a,
FBgn0263461,,CR43576,Dmel\snoRNA:CG32479-a,
FBgn0263462,,CR43577,Dmel\snoRNA:Dek-a,
FBgn0263463,,CR43578,Dmel\snoRNA:gcl-a,
FBgn0263464,,CR43579,Dmel\snoRNA:hts-a,
FBgn0263465,,CR43580,Dmel\snoRNA:kis-a,
FBgn0263466,,CR43581,Dmel\snoRNA:lola-a,
FBgn0263467,,CR43582,Dmel\snoRNA:nop5-x16-a,
FBgn0263468,,CR43583,Dmel\snoRNA:SC35-a,
FBgn0263469,,CR43584,Dmel\snoRNA:SC35-b,
FBgn0263470,,CR43585,Dmel\snoRNA:Tudor-SN-a,
FBgn0263471,small Cajal body-specific RNA : MeU2-48,CR43586,Dmel\scaRNA:MeU2-48,scaRNA:pUf68-a
FBgn0263472,,CR43587,Dmel\snoRNA:2R:9445205,
FBgn0263473,,CR43588,Dmel\snoRNA:abba-a,
FBgn0263474,small Cajal body-specific RNA : ΨU2-38.40.42,CR43589,Dmel\scaRNA:ΨU2-38.40.42,snoRNA:bur-a
FBgn0263475,,CR43590,Dmel\snoRNA:CG16892-a,
FBgn0263476,,CR43591,Dmel\snoRNA:CG32479-b,
FBgn0263477,small Cajal body-specific RNA : ΨU1-6,CR43592,Dmel\scaRNA:ΨU1-6,snoRNA:dmt-a
FBgn0263478,,CR43593,Dmel\snoRNA:Edc3-a,
FBgn0263479,small Cajal body-specific RNA : ΨU2-35.45,CR43594,Dmel\scaRNA:ΨU2-35.45,snoRNA:gp210-a
FBgn0263480,,CR43595,Dmel\snoRNA:Irbp-a,
FBgn0263481,,CR43596,Dmel\snoRNA:lola-b,
FBgn0263482,,CR43597,Dmel\snoRNA:lola-c,
FBgn0263483,,CR43598,Dmel\snoRNA:lola-d,
FBgn0263484,,CR43599,Dmel\snoRNA:Pi4KIIα-a,
FBgn0263485,small Cajal body-specific RNA : ΨU2-55,CR43600,Dmel\scaRNA:ΨU2-55,"scaRNA:Prp8 ,  snoRNA:Prp8-a"
FBgn0263486,small Cajal body-specific RNA : ΨU6-40,CR43601,Dmel\scaRNA:ΨU6-40,snoRNA:skd-a
FBgn0263487,small Cajal body-specific RNA : ΨU5-44,CR43602,Dmel\scaRNA:ΨU5-44,snoRNA:tra2-a
FBgn0263488,small non-messenger RNA:CR43603,CR43603,Dmel\snmRNA:CR43603,unsRNA:CG10576-a
FBgn0263489,long non-coding RNA:CR43604,CR43604,Dmel\lncRNA:CR43604,unsRNA:d-a
FBgn0263490,molting defective,CG34100,Dmel\mld,"DTS-3, l(3)3DTS"
FBgn0263492,antisense RNA:CR43481,CR43481,Dmel\asRNA:CR43481,
FBgn0263493,,CR43482,Dmel\CR43482,
FBgn0263494,,CR43483,Dmel\CR43483,
FBgn0263495,long non-coding RNA:CR43484,CR43484,Dmel\lncRNA:CR43484,lincRNA.425
FBgn0263496,long non-coding RNA:CR43485,CR43485,Dmel\lncRNA:CR43485,
FBgn0263497,long non-coding RNA:CR43486,CR43486,Dmel\lncRNA:CR43486,lincRNA.695
FBgn0263498,long non-coding RNA:CR43487,CR43487,Dmel\lncRNA:CR43487,lincRNA.695
FBgn0263499,long non-coding RNA:CR43488,CR43488,Dmel\lncRNA:CR43488,
FBgn0263500,long non-coding RNA:CR43489,CR43489,Dmel\lncRNA:CR43489,lincRNA.801
FBgn0263501,long non-coding RNA:CR43490,CR43490,Dmel\lncRNA:CR43490,
FBgn0263502,long non-coding RNA:CR43491,CR43491,Dmel\lncRNA:CR43491,
FBgn0263503,long non-coding RNA:CR43492,CR43492,Dmel\lncRNA:CR43492,
FBgn0263504,long non-coding RNA:CR43493,CR43493,Dmel\lncRNA:CR43493,
FBgn0263505,long non-coding RNA:CR43494,CR43494,Dmel\lncRNA:CR43494,
FBgn0263506,long non-coding RNA:CR43495,CR43495,Dmel\lncRNA:CR43495,
FBgn0263507,long non-coding RNA:CR43496,CR43496,Dmel\lncRNA:CR43496,
FBgn0263509,long non-coding RNA:CR43498,CR43498,Dmel\lncRNA:CR43498,
FBgn0263510,no child left behind,CG6751,Dmel\nclb,dPWP1
FBgn0263511,Visual system homeobox 1,CG4136,Dmel\Vsx1,"dChx1, Chx1, lincRNA.S8688, dVsx1"
FBgn0263512,Visual system homeobox 2,CG33980,Dmel\Vsx2,"Chx2, dVsx2"
FBgn0263513,mir-4953 stem loop,CR43616,Dmel\mir-4953,dme-mir-4953
FBgn0263514,mir-4966-1 stem loop,CR43499,Dmel\mir-4966-1,"mir-4966, dme-mir-4966"
FBgn0263515,mir-4983 stem loop,CR43500,Dmel\mir-4983,dme-mir-4983
FBgn0263516,mir-4958 stem loop,CR43501,Dmel\mir-4958,dme-mir-4958
FBgn0263517,mir-4976 stem loop,CR43502,Dmel\mir-4976,dme-mir-4976
FBgn0263518,mir-4975 stem loop,CR43503,Dmel\mir-4975,dme-mir-4975
FBgn0263519,mir-4964 stem loop,CR43504,Dmel\mir-4964,dme-mir-4964
FBgn0263520,mir-4945 stem loop,CR43505,Dmel\mir-4945,dme-mir-4945
FBgn0263521,mir-4969 stem loop,CR43506,Dmel\mir-4969,dme-mir-4969
FBgn0263522,mir-4982 stem loop,CR43507,Dmel\mir-4982,dme-mir-4982
FBgn0263523,mir-4972 stem loop,CR43508,Dmel\mir-4972,dme-mir-4972
FBgn0263525,mir-4911 stem loop,CR43510,Dmel\mir-4911,dme-mir-4911
FBgn0263526,mir-4971 stem loop,CR43511,Dmel\mir-4971,dme-mir-4971
FBgn0263527,mir-4908 stem loop,CR43512,Dmel\mir-4908,dme-mir-4908
FBgn0263528,mir-4970 stem loop,CR43513,Dmel\mir-4970,dme-mir-4970
FBgn0263529,mir-4977 stem loop,CR43514,Dmel\mir-4977,dme-mir-4977
FBgn0263530,mir-4917 stem loop,CR43515,Dmel\mir-4917,dme-mir-4917
FBgn0263531,mir-4955 stem loop,CR43516,Dmel\mir-4955,dme-mir-4955
FBgn0263532,mir-4962 stem loop,CR43517,Dmel\mir-4962,dme-mir-4962
FBgn0263533,mir-4973 stem loop,CR43518,Dmel\mir-4973,dme-mir-4973
FBgn0263534,mir-4960 stem loop,CR43519,Dmel\mir-4960,dme-mir-4960
FBgn0263536,mir-4974 stem loop,CR43521,Dmel\mir-4974,dme-mir-4974
FBgn0263537,mir-4951 stem loop,CR43522,Dmel\mir-4951,dme-mir-4951
FBgn0263538,mir-4965 stem loop,CR43523,Dmel\mir-4965,dme-mir-4965
FBgn0263539,mir-4978 stem loop,CR43524,Dmel\mir-4978,dme-mir-4978
FBgn0263541,mir-4986 stem loop,CR43526,Dmel\mir-4986,dme-mir-4986
FBgn0263542,mir-4954 stem loop,CR43527,Dmel\mir-4954,dme-mir-4954
FBgn0263543,mir-4979 stem loop,CR43528,Dmel\mir-4979,dme-mir-4979
FBgn0263544,mir-4949 stem loop,CR43529,Dmel\mir-4949,dme-mir-4949
FBgn0263545,mir-4963 stem loop,CR43530,Dmel\mir-4963,dme-mir-4963
FBgn0263546,mir-4985 stem loop,CR43531,Dmel\mir-4985,dme-mir-4985
FBgn0263547,mir-4944 stem loop,CR43532,Dmel\mir-4944,dme-mir-4944
FBgn0263548,mir-4957 stem loop,CR43533,Dmel\mir-4957,dme-mir-4957
FBgn0263550,mir-4918 stem loop,CR43535,Dmel\mir-4918,dme-mir-4918
FBgn0263551,mir-4939 stem loop,CR43536,Dmel\mir-4939,dme-mir-4939
FBgn0263552,mir-4961 stem loop,CR43537,Dmel\mir-4961,dme-mir-4961
FBgn0263553,mir-4913 stem loop,CR43538,Dmel\mir-4913,dme-mir-4913
FBgn0263554,mir-4952 stem loop,CR43539,Dmel\mir-4952,dme-mir-4952
FBgn0263555,mir-4943 stem loop,CR43540,Dmel\mir-4943,dme-mir-4943
FBgn0263556,mir-4940 stem loop,CR43541,Dmel\mir-4940,dme-mir-4940
FBgn0263557,mir-4967 stem loop,CR43542,Dmel\mir-4967,dme-mir-4967
FBgn0263558,mir-4980 stem loop,CR43543,Dmel\mir-4980,dme-mir-4980
FBgn0263559,mir-2535b stem loop,CR43544,Dmel\mir-2535b,dme-mir-2535b
FBgn0263560,mir-4987 stem loop,CR43545,Dmel\mir-4987,dme-mir-4987
FBgn0263561,mir-4984 stem loop,CR43546,Dmel\mir-4984,dme-mir-4984
FBgn0263562,mir-4948 stem loop,CR43547,Dmel\mir-4948,dme-mir-4948
FBgn0263563,mir-4956 stem loop,CR43548,Dmel\mir-4956,dme-mir-4956
FBgn0263564,mir-4914 stem loop,CR43549,Dmel\mir-4914,dme-mir-4914
FBgn0263565,mir-4950 stem loop,CR43550,Dmel\mir-4950,dme-mir-4950
FBgn0263566,mir-4909 stem loop,CR43551,Dmel\mir-4909,dme-mir-4909
FBgn0263567,mir-4915 stem loop,CR43552,Dmel\mir-4915,dme-mir-4915
FBgn0263568,mir-4946 stem loop,CR43553,Dmel\mir-4946,dme-mir-4946
FBgn0263569,mir-4968 stem loop,CR43554,Dmel\mir-4968,dme-mir-4968
FBgn0263570,mir-4941 stem loop,CR43555,Dmel\mir-4941,dme-mir-4941
FBgn0263571,mir-4959 stem loop,CR43556,Dmel\mir-4959,dme-mir-4959
FBgn0263572,mir-4981 stem loop,CR43557,Dmel\mir-4981,dme-mir-4981
FBgn0263573,mir-4942 stem loop,CR43558,Dmel\mir-4942,dme-mir-4942
FBgn0263575,mir-4912 stem loop,CR43560,Dmel\mir-4912,dme-mir-4912
FBgn0263576,mir-4919 stem loop,CR43561,Dmel\mir-4919,dme-mir-4919
FBgn0263577,mir-4910 stem loop,CR43562,Dmel\mir-4910,dme-mir-4910
FBgn0263578,mir-4916 stem loop,CR43563,Dmel\mir-4916,dme-mir-4916
FBgn0263579,mir-4947 stem loop,CR43564,Dmel\mir-4947,dme-mir-4947
FBgn0263581,long non-coding RNA:CR43606,CR43606,Dmel\lncRNA:CR43606,
FBgn0263582,long non-coding RNA:CR43607,CR43607,Dmel\lncRNA:CR43607,
FBgn0263583,long non-coding RNA:CR43608,CR43608,Dmel\lncRNA:CR43608,
FBgn0263584,antisense RNA:CR43609,CR43609,Dmel\asRNA:CR43609,
FBgn0263585,,CG43610,Dmel\CG43610,lincRNA.59
FBgn0263586,long non-coding RNA:CR43611,CR43611,Dmel\lncRNA:CR43611,
FBgn0263587,long non-coding RNA:CR43612,CR43612,Dmel\lncRNA:CR43612,
FBgn0263588,long non-coding RNA:CR43613,CR43613,Dmel\lncRNA:CR43613,lincRNA.892
FBgn0263589,antisense RNA:CR43614,CR43614,Dmel\asRNA:CR43614,
FBgn0263590,antisense RNA:CR43615,CR43615,Dmel\asRNA:CR43615,
FBgn0263593,Lipin,CG8709,Dmel\Lpin,"DmLpin, dLipin, DmLipin, EP2431"
FBgn0263594,lost,CG14648,Dmel\lost,"growl, neverland, nev, nvd"
FBgn0263595,long non-coding RNA:CR43617,CR43617,Dmel\lncRNA:CR43617,Dm_3R:69251
FBgn0263596,,CG43618,Dmel\CG43618,
FBgn0263597,Accessory gland protein 98AB,CG43619,Dmel\Acp98AB,"Acp98B, Acp98"
