Symbol,Alias
CG5867,"BcDNA:GH05536, CT18390, DmelCG5867"
Spn77Ba,"CG6680, DmelCG6680, Q0E8C8_DROME, l(3)77ABi"
VhaPPA1-1,"CG7007, DmelCG7007, VhaPPA1"
Scgalpha,"CG7851, DmSCG-alphaepsilon, DmelCG7851, Scga"
sle,"CG12819, CG12819-PA, DmelCG12819, FBtr0082231"
Hmt4-20,"BcDNA:LD36415, CG13363, DmelCG13363, EG:115C2.10, SUV4-20, Su(var)4-20, Suv4.20, dSuv4-20"
CG13917,DmelCG13917
Ho,"CG14716, CT34507, DmHO, DmelCG14716, dHO"
PRL-1,"BG:DS07473.3, BcDNA:RE40268, CG4993, DmelCG4993, PRL, PRL1, dPRL-1"
obst-J,"CG7348, DmelCG7348, anon-EST:ParkEST360"
CG8366,DmelCG8366
nrv1,"42kDa, CG9258, DmelCG9258, K-ATPase, NKA-alpha, Na, NaK ATPase, Na[+]/K[+] ATPase, Na[+]/K[+]-ATPase, Na[+]/K[+]ATPase, Nrv, nervana"
CG11679,DmelCG11679
CG11693,DmelCG11693
Mst87F,"BEST:GH23081, CG17956, DmelCG17956, Mst, bs35f12.y1, mst(3)87F, mst(3)gl-9, mst(3)gl9, mst-9"
SdhB,"CG3283, CII-SDHB, DmelCG3283, Ip, SDH, SDH-B, SDH-IP"
CG5693,DmelCG5693
CG9016,"BcDNA:AT19175, DmelCG9016, NEST:bs09a09, NEST:bs20d08, NEST:bs24f02, NEST:bs36a03, bs03c03.y1, bs05g03.y1, bs07e11.y1, bs09c06.y1, bs10d11.y1, bs10f09.y1, bs13h06.y1, bs14b11.y1, bs16c10.y1, bs16d01.y1, bs18b05.y1, bs19d06.y1, bs20d08.y1, bs21a02.y1, bs22a02.y1, bs24f02.y1, bs25d03.y1, bs27b06.y1, bs28b03.y1, bs29e04.y1, bs29f11.y1, bs36f07.y1"
CG11739,"DmelCG11739, anon-EST:Posey55"
Kap3,"CG11759, DmKAP, DmelCG11759, KAP, dKAP3"
CG11760,"BcDNA:LD16427, DmelCG11760"
intr,"CG12558, DmelCG12558, SPH202"
CG11777,"BcDNA:RE61564, DmelCG11777"
Hr96,"CG11783, DHR96, DmelCG11783, NR1J1"
Sod,"CG11793, Cu, Cu-Zn SOD, Cu/Zn SOD, Cu/Zn superoxide dismutase, Cu/ZnSOD, CuSOD, CuZn SOD, CuZn-SOD, CuZn-SOD1, CuZnSOD, Cu[2+]/Zn[2+]SOD, DmelCG11793, G, Mn SOD, SOD-1, SOD1, SODC_DROME, To, To-1, Zn SOD, Zn-SOD, ZnSod, cSOD, dSOD1, l(3)108, l(3)68Af, l(3)G"
CG8635,DmelCG8635
CG11807,"CT14564, DmelCG11807"
CG11815,DmelCG11815
Unc-13-4B,"BP1013, CG11819, CG34037, CG34349, DmelCG34349, Dmel_CG11819, Dmel_CG34037, dunc-13-4B"
Cyp12a5,"12a5, CG11821, DmelCG11821"
alc,"8057, AMPKbeta, CG8057, DmelCG8057, FBgn0033383, betaAMPK, l(2)45Ad"
CG11880,DmelCG11880
CG17059,"BcDNA:GH04581, DmelCG17059"
CG3434,DmelCG3434
CG16935,"DM_7303260, DmelCG16935"
CG4553,DmelCG4553
CR31562,"CG15587, CG15588, CG31562, DmelCR31562"
CG42797,"CG3003, CG3099, DmelCG42797, Dmel_CG3003, Dmel_CG3099"
Ef1beta,"154264_at, BcDNA.LD24492, BcDNA:LD24492, CG6341, DmelCG6341, EG:EG0003.7, Elf 1 beta"
CG11902,"DmelCG11902, anon-96CDa"
tobi,"CG11909, CT33098, DmelCG11909"
CG11911,"DmelCG11911, SP103"
Cf2,"BcDNA:GM09668, CF2.5, CG11924, DmelCG11924"
CG11929,DmelCG11929
kat-60L1,"CG1193, DmCG1193, DmelCG1193"
CG14937,"DmelCG14937, FBXO17"
RpS16,"CG4046, DmelCG4046, Rp S16, S16, bs32d05.y1"
Cnx99A,"CG11958, Cnx, DmelCG11958"
CG11961,"CG11961-PA, DmelCG11961"
E(var)3-9,"1E9, Anon1E9, CG11971, DmelCG11971, E-var(3)9, anon-EST:fe1E9"
Klp10A,"CG1453, DmCG1453, DmKLP10A, DmelCG1453, KIF 2A, KIF2A/B/C, Kif2A, anon-WO03040301.142"
tgo,"ARNT, CG11987, DARNT, DmelCG11987, HIF-1, HIF-1beta, HIF1b, Hif1, Tango, bHLHe4, dHIF-1beta, dTgo, jay, prd7"
Aplip1,"CG1200, DmelCG1200, E(Khc)ek4, EK4, JIP1, Jip1/2, SP512, dp1"
CG12004,"DmelCG12004, anon-EST:fe3A8"
CG12011,"DmelCG12011, anon-EST:Liang-1.72, clone 1.72"
CG12018,"12018, BcDNA:HL03874, DmelCG12018"
Ing3,"CG6632, DmelCG6632, dIng3"
Patj,"BcDNA:LD22238, CG12021, D-Patj, DLT, DPATJ, DmelCG12021, Patj/Dlt, dlt:discs lost"
CG12025,DmelCG12025
CG14153,DmelCG14153
dnt,"CG17559, DmelCG17559"
milt,"CG13777, CG31630, CG43227, DmelCG43227, Dmel_CG13777, Dmel_CG31630, anon-WO0153538.19, l(2)k04704"
mey,"CG12063, DmelCG12063"
Sap-r,"Apa, BcDNA:GH08312, CG12070, DAPA, DmelCG12070, Ov9, P110, Sapr, anon-EST:ParkEST270"
Mvl,"CG3671, DMT1, DmelCG3671, NRM2, dNRAMP"
wts,"CG12072, Dlats, DmelCG12072, LATS, LATS1, Lats/Warts, MENE (3R)-G, WTS/LATS, Warts, Warts/Lats, dmLATS, l(3)100Aa, lts, wart"
CG12075,DmelCG12075
sip3,"CG1937, DmelCG1937, HRD1, dSyno"
CG12084,"BEST:LD02105, DmelCG12084, LD02105"
mRpL39,"CG17166, DmelCG17166, MRP-L5, mRpL5"
CG18635,DmelCG18635
CG31694,"CG15401, CG3098, DmelCG31694"
AP-2sigma,"AP-2 sigma, AP2, CG6056, DmelCG6056, aps2, sigma2"
CG9427,DmelCG9427
Hsp60,"12, BP5, CG12101, Cpn60, DmelCG12101, Dmhsp60, G62, HSP60A, IEF16, Mmp-P1, SSP 7506, d-hsp60, l(1)10Ac, l(1)BP5, l(1)G8, l(1)HM21, l(1)L12, l(1)dp025"
Caf1-180,"CAF-1 p180, CAF1-p180, CAF1p180, CG12109, DmelCG12109, NURF, dCAF-1-180, dCAF-1-p180, p180"
Tango11,"BEST:LD33633, BcDNA:LD22567, CG30404, DmelCG30404, anon-EST:fe1F11"
CG7094,DmelCG7094
Axs,"CG9703, DmelCG9703"
zetaCOP,"CG3948, CT13124, DmelCG3948, copz1, zeta-Cop"
CG5028,DmelCG5028
ect,"CG11965, CG6611, DROECT, Difl, DmelCG6611, Ifl"
Cctgamma,"CG8977, Cct-gamma, Cct3, Cctg, DmelCG8977, TCPG_DROME, Tcp-1-gamma, Tcp-1gamma, Tcp1-gamma, Y, geneY, vine"
CG12125,DmelCG12125
CG12134,DmelCG12134
Aats-lys,"CG12141, DmelCG12141, KRS, LysRS"
Tsp42Eg,"BcDNA:GM06962, CG12142, Dm.Tsp42Eg, DmelCG12142"
CG4287,DmelCG4287
Pdp,"153332_at, CG12151, DmelCG12151"
oc,"CG12154, DmelCG12154, Otd, Otx, l(1)7Ff, l(1)8Ac, ort, uvi"
CG2519,DmelCG2519
TwdlY,"CG32570, DmelCG32570"
pod1,"BEST:LD37601, BcDNA:LD08951, CG4532, DmelCG4532, Dpod1, POD-1, coronin, dmPod"
TwdlT,"CG5812, DmelCG5812, GCR(ich)"
Bacc,"CG9894, DmelCG9894, anon-EST:Liang-2.54, clone 2.54"
Incenp,"CG12165, DmINCENP, DmelCG12165, anon-WO0118547.171, dIncenp, mat(2)ea-C, mat(2)earlyQA26"
Klp59D,"CG12192, DmKlp59D, DmelCG12192, KIF2A/B/C"
kek5,"CG12199, CT10486, DmelCG12199"
Mad1,"CG2072, DmelCG2072, TXBP181-like"
Bsg25A,"CG12205, DmelCG12205, Elba, Elba1, anon-EST:Liang-1.70, clone 1.70"
CG12206,DmelCG12206
PpV,"CG12217, DmPpV-6A, DmelCG12217, PP6, PPPV6A, PPV 6A, dPP6"
mRpL32,"BcDNA:LD41522, CG12220, DmelCG12220, L32, RpL32"
Dsp1,"CG12223, DmelCG12223, Hmg14D, Ssrp2"
CG12231,DmelCG12231
l(1)G0156,"CG12233, DmelCG12233, FBgn0031024, l (1) G0156"
Ranbp21,"CG12234, DmelCG12234, Exp-5, Exp5, dmExp5"
CG2862,DmelCG2862
CG12237,DmelCG12237
lic,"CG12244, D-MKK3, DMEK3, DMKK3, DMKK3/lic, DmMKK3, DmelCG12244, MEK3, MEK3/MKK3, MKK3, Mpk3, l(1)G0252, p38, p38MAPKK"
gcm,"CG12245, DmelCG12245, GCM1, GCMa, N7-4, glide, glide/gcm, l(2)N7-4, ucc"
CG13016,DmelCG13016
CG2812,DmelCG2812
CG32549,"CG6247, CG6267, CG6278, DmelCG32549"
CG5440,DmelCG5440
CG12272,"DmelCG12272, p118"
Ptpmeg,"CG1228, DmelCG1228, MEG1, Meg, PTP-meg, anon-WO0118547.211, dMEG1, dPtpmeg, ptmpeg, scc"
th,"0736/01, 1065/03, CG12284, D-IAP1, DIAP, DIAP I, DIAP-1, DIAP1, DIAPI, Diap-1/Th, Diap2, DmelCG12284, E(rpr)3-1, IAP, IAP1, S048915, diap 1, diap1/thread, l(3)72CDe, l(3)72Dc, l(3)S030605, l(3)S030605b, l(3)S106503, l(3)j5C8"
CG12299,DmelCG12299
Prosalpha2,"153303_at, Alpha-2, CG5266, DmelCG5266, PRC3, PROS Dm25, PROS-Dm25g, PSA2_DROME, Pros25, Prot. 25 Kda, Su(DTS), Su(DTS)-1, alpha2, alpha2_dm, dalpha2"
CG12316,DmelCG12316
RpS15Ab,"CG12324, CT22283, DmelCG12324, RpS15A"
CG1234,DmelCG1234
wde,"BcDNA:LD26050, CG12340, DmelCG12340, LD26050, i10, i119"
Ulp1,"BcDNA:GH02751, CG12359, DmUlp1, DmelCG12359"
CG12360,DmelCG12360
Dbx,"CG12361, CG13925, CG42234, DmelCG42234, Dmel_CG12361, Dmel_CG13925, dDbx"
Npc2d,"CG12813, DmelCG12813"
CG13312,DmelCG13312
CG16786,DmelCG16786
awd,"1084/08, BcDNA:GM19775, BcDNA:RH27794, CG2210, DmelCG2210, K-pn, Kpn, NDKB, NDPK, Nm23/awd, anon-EST:Liang-2.27, anon-EST:Liang-2.28, anon-WO0172774.80, anon-WO0172774.82, clone 2.27, clone 2.28, e(shi)A, eshiA, l(3)L8700, l(3)j2A4"
CG2267,"DmelCG2267, anon-WO0140519.167"
CG5565,DmelCG5565
spt4,"142904_at, CG12372, DSIF, DmelCG12372, Dspt4, dDSIF, l(2)k05316"
mRpL18,"CG12373, DmelCG12373, HL, MRP-L18, anon-49Ca"
CG13025,DmelCG13025
Arr2,"49, AH, Arr, Arr-2, ArrB, ArrB-ml, CG5962, DAII, DmelCG5962, Dro.-Arr.II, PRI"
etaTry,"169C4S, CG12386, DmEtaTry, DmelCG12386, ESTS:169C4S, SP57, anon-sts17"
Non2,"CG1240, DmelCG1240"
CG12400,"BcDNA:RE29623, DmelCG12400"
Vha68-1,"A subunit, ATP6V1A, CG12403, DmelCG12403, Vha, Vha-68-1, Vha68, VhaA, vha67-1"
CG16833,"BEST:LD13681, DmelCG16833, LD13681"
Vha100-1,"BcDNA:LD21248, CG1709, DmelCG1709, V100, v0a1, vha"
CG3335,"Dm-RBD-1, DmelCG3335, Q9VT19"
Gli,"BG:DS09217.3, CG3903, DmelCG3903, l(2)35Dg, l(2)br45, n(2)k09033"
CG6830,DmelCG6830
CG2076,DmelCG2076
CG5804,"BcDNA:RE05521, DmelCG5804"
CG12446,DmelCG12446
ImpL2,"CG15009, CT34862, DmelCG15009, GH28, IMP-L2, Imp-12, ImpL-2"
Peritrophin-15a,"CG17814, CT39472, Dm15a, DmelCG17814"
Gga,"CG3002, DmGGA1, DmelCG3002, dGGA, dmGGA"
CG31875,"BcDNA:AT29184, CG5831, DmelCG31875"
CG42268,"CG14170, CG32044, CG32046, CG6740, DmelCG42268, Dmel_CG32044, Dmel_CG32046"
CG32793,"CG18089, CG18852, CG3591, DmelCG32793, EG:100G7.1, EG:100G7.2, anon-3Ca, anon-3Cb"
Lpt,"CG5591, Cmi, DmelCG5591"
PPO1,"A1, A[[1]], CG42639, CG5779, DmePPOA1, DmelCG42639, Dmel_CG5779, Dox-A1, DoxA1, Mox, PO, PO A1, PO54, PPO, Phox, ProPO, ProPO A1, ProPO54, i12, pro-A, pro-PO, pro-POA[[1]], proPO A[[1]], proPO-A1"
Rab6,"136/6, AAF53168, CG6601, DRab6, Dm Rab6, DmRab6, DmelCG6601, O18334, l(2)08323, wrt"
Sar1,"5712, CG7073, Dm Sar1, DmelCG7073, NP_732719, Q95SY7, anon-EST:Liang-1.48, bro5, clone 1.48, dar3, dsar1, l(3)05712"
Hsp60C,"A4V087_DROME, CG7235, DmelCG7235, bs36d10.y1"
osa,"C819, CG7467, DmelCG7467, E(E2F)3C, anon-WO0118547.314, anon-WO0172774.126, eld, en(lz)4F/4H, l(3)00090, l(3)04539, l(3)j9C3, p300"
CG7568,DmelCG7568
CG7966,DmelCG7966
Klp3A,"3A7Kin, BcDNA:LD21815, CG8590, DmKLP3A, DmelCG8590, EG:BACR25B3.9, KIF 4A, KIF4, KIF4A, KLP-3A, Klp 3A, fs(1)M4, mei-352"
CG9117,DmelCG9117
Mcm10,"CG9241, DmMCM10, DmelCG9241, Scim19, dMcm10"
pHCl,"BP1024, BcDNA:GH21757, CG12486, CG13444, CG33989, CG44099, CG6112, CT19189, DmelCG44099, Dmel_CG12486, Dmel_CG33989, pHCL-A"
spaw,"BcDNA:AT04457, CG2149, CG30365, DmelCG30365"
CG9839,DmelCG9839
CG6841,"BcDNA:LD43276, DmelCG6841, Prp6"
fz2,"CG9739, D-Fz2, DFZ2, DFz-2, Dfrz2, Dfz[[2]], Dm Fz2, DmelCG9739, dfz(2), dfz2r, frz2, fz-2"
Alr,"CG12534, DmelCG12534"
POSH,"155116_at, BEST:GM09451, CG4909, DPOSH, DmelCG4909, GM09451, l(2)k15815"
Nep2,"BcDNA:GH07643, CG9761, DmNEP2, DmelCG9761, dNEP2"
chinmo,"CG10871, CG17156, CG17649, CG31666, DmelCG31666, F, l(2)04111"
CrebA,"BBF-2, BBF2_DROME, BOX B Binding Factor-2, Bbbf2, BcDNA:SD05937, CG7450, CRE-BP, CREB, CREB-A, Creb A, DmelCG7450, dCREB-A, dCREBA, l(3)03576"
trol,"BcDNA:GM02481, CG12497, CG33675, CG33950, CG7981, CT23996, DmelCG33950, EG:BACR25B3.1, EG:BACR25B3.10, EG:BACR25B3.11, EG:BACR25B3.2, GC7891, Pcan, Trol-A, Trol-B, Troll, ZW-1, anon-WO0153538.72, l(1)3Ac, l(1)9-96, l(1)G0023, l(1)G0271, l(1)G0374, l(1)VA51, l(1)trol, l(1)zw1, l(1)zwl, zw1"
yip7,"CG6457, DmelCG6457, MAC, SP116, SPH116"
CG12582,"CG12583, DmelCG12582"
CG13674,DmelCG13674
CG15211,DmelCG15211
Acp62F,"Acp62, CG1262, CT2528, DmelCG1262"
frtz,"CG17657, DmelCG17657, anon-WO0118547.105"
RpL8,"CG1263, DmelCG1263, L8, M(3)62F, M(3)LS2, Rp L8, anon-EST:Posey5"
CG43740,"CG12641, CG15307, DmelCG43740, Dmel_CG12641, Dmel_CG15307"
CG12655,DmelCG12655
CG14451,DmelCG14451
TFAM,"CG4217, D-mtTFA, DmelCG4217, MTTFA, d-TFAM"
mub,"CG7437, DmelCG7437, MRE17, anon-WO0172774.33, anon-WO0172774.35, anon-WO0172774.36, anon-WO0172774.37, l(3)04093, l(3)j6B10, l(3)j8B3"
trx,"4720, 4733, CG8651, DMTRXIII, DmelCG8651, NR0A5, R-bx, Rg-bx, Trx-G, l(3)bx[v], l(3)j14A6, l(3)j3A2, l(3)s5452, tqrx, trxI and trxII"
VhaM9.7-a,"CG1268, DmelCG1268, vhaM9.7-1"
CG12680,DmelCG12680
CG12681,DmelCG12681
CG12684,DmelCG12684
vfl,"CG12701, DmelCG12701, EP1344, ZLD, l(1)G0225, l(1)G0353, l(1)G0427"
spn-A,"CG7948, D37788, DMR, DMR/DroRAD51, DMR1, Dm Rad51, DmRAD51, DmelCG7948, RA51, RA51_DROME, RAD51, Rad51dm, SpnA"
UbcD4,"CG8284, DmelCG8284, E2"
cpx,"BcDNA:GH27718, BcDNA:HL04936, BcDNA:RH26459, BcDNA:RH31085, CG32490, DmCpx, DmelCG32490, dmCplx"
CG8860,"BcDNA:GM14157, DmelCG8860"
CG15919,DmelCG15919
Nap1,"CG5330, DmelCG5330, NAP-1, dNAP-1, dNAP1, dNap, p56/dCAF-4"
CG1273,DmelCG1273
CG12730,"BcDNA:RE01432, DmelCG12730"
CG12744,DmelCG12744
CG2604,"CT40966, DmelCG2604"
ncm,"CG12750, DmelCG12750, E-2a, l(2)SH0931, l(2)SH2 0931"
CG4393,DmelCG4393
Eaf6,"CG12756, DmelCG12756, dEaf6"
HipHop,"BcDNA:RE10558, CG6874, DmelCG6874, l(3)neo26"
sano,"CG12758, DmelCG12758"
Ser7,"CG2045, DmelCG2045, SP#2, SP2, SP3, c-SP3"
CG30427,"BEST:LD36843, CG18680, CG2858, DmelCG30427"
CG5282,DmelCG5282
CG31477,"CG12810, DmelCG31477"
Prestin,"CG5485, DmelCG5485, Slc26a5, dPrestin, dpres"
santa-maria,"BEST:CK01577, CG12789, CK01577, DmelCG12789, Santa Maria"
CG18731,DmelCG18731
sdk,"BcDNA:LD22322, BcDNA:RE63453, CG5227, CT16627, DmelCG5227, EG:BACR19J1.1"
CG7065,DmelCG7065
aop,"Aop/Yan, CG3166, DROYANET, DROYANETSB, DmelCG3166, SK2-1, YAN, fus6, pok, yan/pok"
CG13526,"BcDNA:AT13807, DmelCG13526"
pho,"CG17743, DmelCG17743, PHO/YY1, YY1, dYY1, l(4)102EFc, l(4)29, l(4)BU-2, l(4)OC-1, l(4)pho"
MtnB,"CG4312, DmelCG4312, DrosMto, MTN, MTO, MtnA"
rngo,"CG4420, DmelCG4420"
Axn,"0442/30, APC, CG7926, D-Axin, DAxin, DmelCG7926, GSK3beta, axin, din, l(3)S044230"
CG8329,"DmelCG8329, SP170"
Tsp42Ef,"CG12845, Dm.Tsp42Ef, DmelCG12845"
nsr,"CG3875, DmelCG3875"
CG12862,DmelCG12862
CG34362,"BcDNA:RE10833, CG12870, CG12872, DmelCG34362, Dmel_CG12870, Dmel_CG12872, Tia1-like"
Caf1-105,"CAF p105, CAF1-p105, CAF1-p75, CAF1-p75/p105, CAF105/75, CAF1p105, CG12892, Caf1-10, DmelCG12892, dCAF-1-p105, dCAF1-p105, dCAF1-p75, p105, p105/p75, p75, p75/p105"
CG12914,DmelCG12914
CG30430,"DmelCG30430, NEST:bs01g11, NEST:bs02g04, NEST:bs04a11, NEST:bs12g08, NEST:bs13e09, NEST:bs14e02, NEST:bs15a10, NEST:bs15d07, NEST:bs17g03, NEST:bs27g03, NEST:bs29b02"
U4-U6-60K,"CG6322, DmelCG6322, Prp4, U4/U6-60K"
betaTub85D,"2t, B2t, BETA 85D, BETA2, CG9359, D.m.BETA-85D, DTB4, Dmbeta2, DmelCG9359, Tub, beta(2)Tu, beta(2)Tub, beta-Tub85D, beta-tub, beta2-tub, beta2t, beta2tub, beta85D, betaTub2, beta[[2]]-tubulin, ms(3)KK[D]"
ebd2,"CG12972, DmelCG12972"
CG17237,"BcDNA:AT15471, DmAAF51272, DmelCG17237"
CG44001,"CG31919, CG5822, DmelCG44001, Dromel_CG31919_FBtr0079006_mORF"
yellow-g2,"CG13804, DmelCG13804, g2, yel-g2, yg2"
CG14567,DmelCG14567
CG15099,DmelCG15099
Sulf1,"CG6725, DSulf, DSulf1, DmelCG6725, Neu5"
sima,"7951, CG31031, CG45051, CG7951, DMU43090, DmelCG45051, Dmel_CG31031, Dmel_CG7951, HIF alpha, HIF-1, HIF-1alpha, HIF-alpha/sima, Hif-1A, Hif1alpha, bHLHe56, dHIF-1alpha, dHIF-alpha, l(3)j11B7"
CG9396,DmelCG9396
CG13029,"BcDNA:AT31918, DmelCG13029, anon-WO0118547.38"
CG13040,DmelCG13040
CG13285,"DmelCG13285, FBgn0035611"
CG14125,DmelCG14125
Ca-alpha1T,"CG12544, CG15899, CG4222, Ca-alphaT-RC, Ca1G, Caalpha1T, DmalphaG, Dmca1G, DmelCG15899, cat"
CG17323,"CT35071, DmelCG17323"
Sytbeta,"CG13462, CG3020, CG42333, DmelCG42333, Dmel_CG13462, Dmel_CG3020, Syt V, Syt beta, Syt13, SytV, dsytbeta"
sals,"CG14703, CG31374, CG6771, DmelCG31374"
CG33169,"BcDNA:RH56317, CG8244, DmelCG33169, EP3524"
RpS18,"B, BcDNA:RH43343, CG8900, DmelCG8900, RS18_DROME, S18, anon-56Fa, anon-EST:Posey27, anon-EST:fe2D3"
CG9666,"DmelCG9666, Dromel_CG9666_FBtr0074991_mORF"
CG31638,"CG13764, CG9545, DmelCG31638"
Bace,"CG13095, DmelCG13095, anon-WO0140519.142, dBACE"
CG13041,"BcDNA:RE63063, DmelCG13041"
CG31673,"BcDNA:LD14730, CCG31673, CG9332, DmelCG31673"
Jon25Bi,"25B, CG8867, DmelCG8867, Jon25B, SP137, Ser4"
CG13049,"BcDNA:RE26528, DmelCG13049"
CG13060,"BcDNA:RE40431, DmelCG13060"
CG13063,DmelCG13063
CG13065,"BcDNA:RH56745, DmelCG13065"
CG13068,DmelCG13068
CG5721,DmelCG5721
CG4586,DmelCG4586
HLH54F,"CG5005, DmelCG5005, HLH102C, HLH54F-Dm, bHLH54F, bHLHa9"
elm,"CG2185, DmelCG2185"
Cpr47Eg,"BcDNA:RE09259, CG9070, DmelCG9070, Lcp2a"
CG1309,DmelCG1309
CG7277,DmelCG7277
E(bx),"CG10894, CG17135, CG32346, CG32478, CG7022, DmelCG32346, Ebx, En-bx, NURF, NURF 215, NURF-215, NURF-301, NURF215, NURF301, Nurf 301, dNURF, dNURF301, l(3)122, l(3)ry122, p215, p301"
IM4,"BcDNA:RH25931, CG15231, DIM-4, DIM4, DmelCG15231"
Sox15,"CG13945, CG8404, DSox-15, DmelCG8404, SOX50E, SOXF, Sox F, SoxE"
CG5731,DmelCG5731
CG1317,DmelCG1317
wash,"CG13176, DmelCG13176, p63, p65"
pyr,"CG13194, DFGF8-2, DmPyr, DmelCG13194, FGF8-like2, fgf8-like"
ix,"CG13201, DmelCG13201, MED29"
CG2698,DmelCG2698
sha,"CG13209, DmelCG13209, koj, lincRNA.286"
Eno,"BEST:LD15491, CG17654, CT32526, DmelCG17654, ENOA, Eno2, T18, anon-WO0153538.76"
prtp,"CG1837, DmelCG1837, anon-EST:Posey253, p47"
TER94,"22.26, 7.12, Apple, BcDNA.GM02885, BcDNA:GM02885, CDC48, CG2331, DmTER94, DmelCG2331, I, Tera, VCP, VCP ATPase, VCP/p97, anon-WO2004063362.65, anon-WO2004063362.67, dTERA, dVCP, dmTERA, l(2)03775, l(2)46CFf, l(2)46CFs, l(2)46Ch, p97, pTER94"
CG31373,"CG6482, DmelCG31373, PDF"
path,"CG3424, DmelCG3424, anon-WO0118547.271, anon-WO0118547.370, pth"
exu,"CG8994, DmelCG8994, bs30h09.y1, exu1"
CG13217,"BcDNA:RE32413, DmelCG13217"
CG14005,DmelCG14005
CG13220,DmelCG13220
CG2608,"38D.26, DmelCG2608"
phm,"306a1, CG6578, CYP306A1, Cyp306a1-Dm, DmelCG6578, exo, ptm"
CG13228,DmelCG13228
ac,"990 E5 F1, AS-C, AS-C T5, AS-C T5ac, ASC, CG3796, DmelCG3796, EG:125H10.3, Hw, T5, ascT5, sc/T5"
Surf4,"CG6202, DmelCG6202, SURF-4"
Cyt-c-d,"CG13263, Cyt C, Cyt-c1, CytC, CytC-1, CytC1, Cytc-d, DC3, DmelCG13263, bln, bs30f07.y1, cyt c-d, cyt.c, cytochrome c, ms(2)04445, pDMc02"
Ugt36Ba,"AC 005121A, CG13270, DmelCG13270"
ArfGAP1,"ARF1-GAP, ARF1GAP, CG4237, DmelCG4237, GAP, GAP69C, dArf1-GAP, gap69, i51"
Su(dx),"AIP4, CG4244, DmelCG4244, ITCH, Su(deltex), anon-WO0073329.1, anon-WO0073329.2, anon-WO0073329.4"
Rassf,"CG4656, DmelCG4656, dRASSF, dmRASSF"
Ccp84Ae,"BG:DS00004.5, CG1330, Ccp, DmelCcp84Ae, DmelCG1330, cc4"
CG13309,"CT32604, DmelCG13309"
bnl,"CG4608, DFGF, DmBnl, DmelCG4608, FGF, l(3)06916, l(3)neo52"
Np,"CG11824, CG34350, CG8181, DmelCG34350, Dmel_CG11824, Dmel_CG8181, SP59"
CG13315,"BcDNA:RH39779, DmelCG13315"
CG6509,"DLG5, DmelCG6509, LD32687"
RSG7,"CG9108, DmelCG9108, RGS7, dRGS7"
CG6230,"BcDNA:GH06032, DmelCG6230, dCOD1"
cid,"BcDNA:RE21270, CENP-A, CENP-A/CID, CENP-C, CENPA, CG13329, CID/CENP-A, CenH3, CenH3/CID, CenH3[CID], CenpA/CID, Cid[Mel], DmelCG13329"
link,"CG13333, DmelCG13333"
Cen,"38E.1, CG1962, DmelCG1962"
Uch-L5,"BcDNA.LD24440, BcDNA:LD24440, CG3431, DmelCG3431, Q9XZ61, UCH, UCH 37, Uch-L3, Uch37, dUCH37, l(3)j2B8, p37A"
bnb,"CG7088, DmelCG7088, Gap43"
VhaM9.7-b,"ATP6V0M9.7-2, CG7625, DmelCG7625, Vha M9.7-2, VhaM9.7-2, anon-WO0118547.551, vhaM9.2-2"
CG13367,"DmelCG13367, EG:115C2.8, anon-1BCb"
CG13373,DmelCG13373
CG13377,"BG01596, DmelCG13377, EG:BACR37P7.9"
CG13771,DmelCG13771
Akap200,"Akap 200, BcDNA:LP02734, CG13388, DAKAP200, DmelCG13388, EP(2)2254, MESR2, anon-WO0118547.134, anon-WO0118547.213, dpo"
CG3091,DmelCG3091
CG9593,"AAF55227, DmelCG9593, FBpp0082632"
CG1340,"DmelCG1340, eIF4H"
D12,"CG13400, DmelCG13400, Yeats2"
CG13679,"BcDNA:RE17113, DmelCG13679"
CG1665,"DmelCG1665, IP19920p"
Taf1,"BG:DS00004.13, CG17603, DmelCG17603, EfW1, SR3-5, TAF, TAF200, TAF230, TAF250, TAF250/230, TAFII-250, TAFII250, TAF[II]250, TAF[[II]], TAF[[II]]230, TAF[[II]]250, TAF[[II]]250/230, TFIID, TFIID TAF250, Taf1p, cel, cell, d230, dTAF230, dTAF250, dTAFII250, dTAF[[II]]230, dTAF[[II]]250, dmTAF1, dmTAF[[II]]230, l(3)84Ab, p230"
ATP7,"CG1886, DmATP7, DmelCG1886, lincRNA.S9122"
CG4692,"DmelCG4692, anon-EST:Posey45"
Spn100A,"CG1342, DmelCG1342, Spn100"
CG14270,DmelCG14270
CG1440,DmelCG1440
cas,"CG2102, DmelCG2102, l(3)j1C2, l(3)neo33, ming"
CG31324,"BcDNA:RH68619, CG14555, CG14557, DmelCG31324"
pen,"CG1685, DmelCG1685"
pen-2,"CG33198, DmelCG33198, anon-AE003800.1, dPen-2"
Nipped-B,"CG17704, CG40281, DmelCG17704, NipB, l(2)02047"
CG13436,DmelCG13436
Gfat2,"CG1345, Dmel/GFAT2, DmelCG1345"
CG1360,DmelCG1360
CG15820,"BcDNA:SD08776, DmelCG15820"
CG13463,"BcDNA:RE10167, DmelCG13463"
CG7011,DmelCG7011
BicD,"BIC-D, Bic[D], CG6605, DmelCG6605, almond, anon-EST:fe2A11"
CG9246,DmelCG9246
comr,"CG13493, DmelCG13493, Z2-1340, zab"
Ip259,"CG5277, DmelCG5277"
